"Concepto","Economía"
"reuniones de coordinación","n"
"reuniones de seguimiento","n"
"reuniones de trabajo","n"
"reuniones periódicas","n"
"reuniones semanales","n"
"reunir","b"
"reuters","b"
"revenue","b"
"review","b"
"revisa","b"
"revisado","b"
"revisados","b"
"revisando","b"
"revisar","b"
"revisar","b"
"revisión","b"
"revisión","b"
"revisión bibliográfica","s"
"revisión de casos","s"
"revisión de contratos","n"
"revisión de documentación","s"
"revisión de documentos","s"
"revisión de estados","s"
"revisión de gastos","s"
"revisión de información","s"
"revisión de informes","s"
"revisión de literatura","s"
"revisión de procesos","s"
"revisión de reportes","s"
"revisión mensual","n"
"revisión y actualización","n"
"revisión y análisis","s"
"revisión y aprobación","n"
"revisión y control","n"
"revisión y elaboración","n"
"revisión y seguimiento","n"
"revisión y validación","n"
"revisiones","b"
"revista","b"
"revistas","b"
"riegos","n"
"riesgo","s"
"riesgo aceptable","s"
"riesgo cambiario","s"
"riesgo de crédito","s"
"riesgo de liquidez","s"
"riesgo de mercado","s"
"riesgo definidos","s"
"riesgo del banco","s"
"riesgo del cliente","s"
"riesgo financiero","s"
"riesgo operacional","s"
"riesgo operativo","s"
"riesgos","s"
"riesgos asociados","s"
"riesgos crediticios","s"
"riesgos de crédito","s"
"riesgos de inversión","s"
"riesgos de liquidez","s"
"riesgos de mercado","s"
"riesgos financieros","s"
"riesgos generales","s"
"riesgos inherentes","s"
"riesgos operacionales","s"
"riesgos operativos","s"
"riesgos relacionados","s"
"riesgos técnicos","s"
"riesgos y controles","s"
"riesgos y oportunidades","s"
"rigen","b"
"rigor","b"
"rigor y calidad","n"
"rigor y calidad posible","n"
"riguroso","b"
"rimac","s"
"ripley","s"
"risk","s"
"ro","b"
"rol","b"
"role","b"
"roles","b"
"roles similares","b"
"rolling","b"
"romero","s"
"rotación","n"
"rotación de inventarios","s"
"rotación de productos","s"
"rotaciones","n"
"rotativos","n"
"route","b"
"r-p","b"
"rrhh","b"
"rrhh de empresas","b"
"rsc","s"
"rubro","b"
"rubro bancario","s"
"rubro de banca","s"
"rubro de construcción","s"
"rubro de consumo","s"
"rubro de servicios","s"
"rubro de telecomunicaciones","s"
"rubro financiero","s"
"rubro industrial","s"
"rubro inmobiliario","s"
"rubro retail","s"
"rubros","n"
"rural","s"
"rurales","s"
"ruta","b"
"rutas","b"
"'s","b"
"s.a.","b"
"sab","b"
"sábados","b"
"saber","b"
"sabm","n"
"sac","n"
"safi","s"
"saga","s"
"salarial","s"
"salariales","s"
"salario","s"
"salario acorde","n"
"salarios","s"
"saldo","b"
"saldos","s"
"saldos bancarios","s"
"sales","b"
"salida","b"
"salidas","b"
"salidas a ruta","n"
"salud","b"
"salud de lima","n"
"salud ocupacional","n"
"salud para concursos","n"
"salvaguardar","n"
"san","b"
"sanción","b"
"sancionadores","b"
"sanciones","b"
"sanciones de destitución","b"
"saneamiento","b"
"santa","b"
"sap","n"
"sap a nivel","n"
"sap deseable","n"
"sap módulo","n"
"sar","s"
"sarbanes","n"
"sas","n"
"satisfacción","b"
"satisfacción al cliente","n"
"satisfacción de clientes","n"
"satisfacción del cliente","n"
"satisfacer","b"
"satisfactorio","b"
"satisfaga","b"
"satisfagan","b"
"sbp","n"
"score","b"
"scorecard","n"
"scorecards","n"
"scoring","n"
"scotia","s"
"scotiabank","s"
"sctr","s"
"sé","b"
"sé parte","b"
"sea","b"
"seace","b"
"seace (","b"
"sean","b"
"sean designadas","b"
"sección","b"
"secretaría","b"
"secretario","b"
"secreto","b"
"secreto bancario","s"
"sect","b"
"sector","b"
"sector bancario","s"
"sector comercial","s"
"sector de construcción","s"
"sector de consumo","s"
"sector de energía","s"
"sector de telecomunicaciones","s"
"sector de telemarketing","s"
"sector económico","s"
"sector educativo","s"
"sector eléctrico","s"
"sector financiero","s"
"sector industrial","s"
"sector inmobiliario","s"
"sector minero","s"
"sector privado","s"
"sector público","s"
"sector retail","s"
"sectores","b"
"sectores de energía","s"
"sectores económicos","s"
"sectores productivos","s"
"sectorial","b"
"sectoriales","b"
"sectorista","b"
"sectoristas","b"
"secundaria","b"
"secundarias","b"
"secundario","b"
"security","b"
"sede","b"
"sede central","b"
"sedes","b"
"segmentación","s"
"segmentación de clientes","s"
"segmentadas","n"
"segmentados","n"
"segmentar","b"
"segmento","b"
"segmento de clientes","n"
"segmento de mercado","s"
"segmentos","b"
"segmentos de clientes","n"
"segmentos de mercado","s"
"seguimiento","s"
"seguimiento","s"
"seguimiento a clientes","s"
"seguimiento a indicadores","s"
"seguimiento a proyectos","s"
"seguimiento al avance","s"
"seguimiento al cumplimiento","s"
"seguimiento al desarrollo","s"
"seguimiento al desembolso","s"
"seguimiento al desempeño","s"
"seguimiento al plan","s"
"seguimiento al presupuesto","s"
"seguimiento al proceso","s"
"seguimiento comercial","s"
"seguimiento comerciales","s"
"seguimiento constante","n"
"seguimiento continuo","n"
"seguimiento correspondiente","n"
"seguimiento de actividades","s"
"seguimiento de campañas","s"
"seguimiento de cartera","s"
"seguimiento de clientes","s"
"seguimiento de contratos","s"
"seguimiento de créditos","s"
"seguimiento de facturación","s"
"seguimiento de gastos","s"
"seguimiento de indicadores","s"
"seguimiento de metas","s"
"seguimiento de modelos","s"
"seguimiento de observaciones","n"
"seguimiento de operaciones","s"
"seguimiento de pagos","s"
"seguimiento de presupuestos","s"
"seguimiento de procesos","s"
"seguimiento de productos","s"
"seguimiento de proyectos","s"
"seguimiento de reportes","s"
"seguimiento de resultados","s"
"seguimiento de riesgos","s"
"seguimiento de solicitudes","n"
"seguimiento de ventas","s"
"seguimiento del cronograma","n"
"seguimiento del cumplimiento","s"
"seguimiento del plan","n"
"seguimiento del portafolio","s"
"seguimiento del presupuesto","s"
"seguimiento del proceso","s"
"seguimiento diario","n"
"seguimiento e indicadores","s"
"seguimiento mensual","n"
"seguimiento permanente","n"
"seguimiento respectivo","n"
"seguimiento semanal","n"
"seguimiento y actualización","n"
"seguimiento y análisis","s"
"seguimiento y apoyo","n"
"seguimiento y cierre","n"
"seguimiento y control","s"
"seguimiento y coordinación","n"
"seguimiento y cumplimiento","n"
"seguimiento y elaboración","s"
"seguimiento y evaluación","s"
"seguimiento y gestión","s"
"seguimiento y monitoreo","s"
"seguimiento y supervisión","s"
"seguimientos","n"
"seguir","n"
"seguir desarrollándonos","n"
"segundo","n"
"seguridad","n"
"seguridad de información","n"
"seguridad industrial","n"
"seguridad integral","n"
"seguridad y salud","n"
"seguridad y salud ocupacional","n"
"seguro","n"
"seguro de salud","n"
"seguro de vida","n"
"seguro médico","n"
"seguro privado","n"
"seguros","n"
"seleccion","n"
"selección","n"
"selección de personal","n"
"selección de proveedores","n"
"seleccionado","b"
"seleccionados","b"
"seleccionar","b"
"sell","b"
"selva","b"
"semáforos","b"
"semana","b"
"semana económica","s"
"semanal","b"
"semanales","b"
"semanas","b"
"semestral","b"
"semestrales","b"
"semi","b"
"seminarios","b"
"senior","n"
"senior de auditoría","s"
"senior de consultoría","s"
"senior de control","s"
"senior de finanzas","s"
"senior de gestión","s"
"senior de planeamiento","s"
"senior de riesgos","s"
"senior de tesorería","s"
"sensibilidad","b"
"sentido","b"
"sentido de urgencia","b"
"señaladas","b"
"señalado","b"
"señalados","b"
"señale","b"
"señales","b"
"señales de alerta","b"
"sepa","b"
"séptimo","b"
"ser","b"
"ser","b"
"ser egresado","b"
"ser parte","b"
"ser profesional","b"
"será","b"
"serán","b"
"series","b"
"server","b"
"service","b"
"services","b"
"servicio","b"
"servicio al cliente","b"
"servicio brindado","b"
"servicio civil","b"
"servicio de (","b"
"servicio de atención","b"
"servicio de calidad","n"
"servicio e información","s"
"servicio o compra","n"
"servicio ofrecido","n"
"servicio y atención","n"
"servicios","b"
"servicios a través","n"
"servicios al estado","n"
"servicios bancarios","s"
"servicios brindados","n"
"servicios compartidos","n"
"servicios contratados","n"
"servicios corporativos","n"
"servicios de asesoría","n"
"servicios de banca","s"
"servicios de calidad","n"
"servicios de consultoría","s"
"servicios de mantenimiento","n"
"servicios de saneamiento","n"
"servicios del banco","s"
"servicios financieros","s"
"servicios generales","n"
"servicios logísticos","s"
"servicios médicos","n"
"servicios ofrecidos","n"
"servicios profesionales","n"
"servicios públicos","s"
"servicios relacionados","n"
"servicios requeridos","n"
"servicios y canales","n"
"servicios y crm","n"
"servicios y productos","s"
"servidores","n"
"servir","s"
"sesiones","b"
"sg","b"
"share","b"
"sido","b"
"siendo","b"
"sig","b"
"siga","b"
"sigma","b"
"significativa","b"
"significativas","b"
"significativos","b"
"siguiendo","b"
"siguiendo criterios","b"
"siguiente","b"
"siguientes","b"
"sílabo","b"
"similar","b"
"similares","b"
"simple","b"
"simples","b"
"simplificación","b"
"simulaciones","s"
"simuladores","b"
"sindical","b"
"sindicales","b"
"sindicatos","b"
"sinergias","b"
"siniestralidad","b"
"siniestros","b"
"síntesis","b"
"sintetizada","b"
"sintetizar","b"
"sirva","b"
"sirvan","b"
"sirve","b"
"sirven","b"
"sistema","b"
"sistema administrativo","n"
"sistema bancario","s"
"sistema contable","s"
"sistema de administración","n"
"sistema de control","s"
"sistema de evaluación","s"
"sistema de gestión","s"
"sistema de información","s"
"sistema de monitoreo","s"
"sistema de planillas","n"
"sistema de prevención","n"
"sistema de salud","s"
"sistema del banco","s"
"sistema electrónico","n"
"sistema financiero","s"
"sistema informático","n"
"sistema integrado","n"
"sistema interno","n"
"sistema nacional","s"
"sistema preciso","n"
"sistema privado","s"
"sistemas","b"
"sistemas administrativos","n"
"sistemas contables","s"
"sistemas de calidad","s"
"sistemas de control","s"
"sistemas de gestión","s"
"sistemas de información","s"
"sistemas del banco","s"
"sistemas informáticos","s"
"sistemas integrados","n"
"sistemas internos","n"
"sistemática","s"
"sistematización","s"
"sistematización de información","s"
"sistematización de procesos","s"
"sistematización y análisis","s"
"sistematizar","b"
"sistematizar información","s"
"sitio","b"
"situ","b"
"situación","b"
"situación actual","s"
"situación económica","s"
"situación financiera","s"
"situaciones","b"
"sku","b"
"smv","s"
"snip","s"
"so","b"
"soat","n"
"social","b"
"sociales","b"
"sociedad","b"
"sociedad civil","b"
"sociedades","b"
"societarios","b"
"socio","b"
"sociología","n"
"socios","b"
"socios comerciales","n"
"socios del fondo","n"
"socios desarrolladores","b"
"socios estratégicos","n"
"software","n"
"software contable","n"
"software de gestión","n"
"software estadístico","s"
"software para trabajo","n"
"softwares","n"
"soles","b"
"solicita","b"
"solicitada","b"
"solicitadas","b"
"solicitado","b"
"solicitados","b"
"solicitan","b"
"solicitantes","b"
"solicitar","b"
"solicitar cotizaciones","n"
"solicitar información","n"
"solicite","b"
"soliciten","b"
"solicitud","b"
"solicitud de cotizaciones","n"
"solicitud del crédito","s"
"solicitudes","b"
"solicitudes de clientes","n"
"solicitudes de cotización","n"
"solicitudes de crédito","s"
"solicitudes de créditos","s"
"solicitudes de información","n"
"solicitudes diarias","n"
"solicitudes presentadas","n"
"sólida","b"
"sólidas","b"
"sólido","b"
"sólidos","b"
"solución","b"
"solución de problemas","s"
"solucionar","b"
"solucionar problemas","s"
"soluciones","b"
"soluciones de comunicación","n"
"soluciones de crédito","s"
"soluciones de créditos","s"
"soluciones financieras","s"
"soluciones rápidas","s"
"soluciones tecnológicas","s"
"solutions","b"
"solvencia","b"
"somos","b"
"son","b"
"son de utilidad","b"
"soportar","b"
"soporte","b"
"soporte","b"
"soporte administrativo","n"
"soporte al área","n"
"soporte al proceso","n"
"soporte comercial","s"
"soporte financiero","s"
"soporte operativo","n"
"soporte técnico","n"
"soportes","b"
"sospechosa","b"
"sospechosas","b"
"sostenibilidad","b"
"sostenible","b"
"sostenibles","b"
"sostenida","b"
"sostenido","b"
"sourcing","b"
"sox","b"
"sp","b"
"spanish","s"
"spanish and english","s"
"specialist","b"
"spot","b"
"spss","s"
"spss a nivel","s"
"sql","n"
"sql a nivel","n"
"sr","b"
"sr.","b"
"staff","b"
"stakeholder","b"
"stakeholders","b"
"standard","b"
"start","b"
"stata","s"
"stata a nivel","s"
"statistics","s"
"status","b"
"stock","b"
"stocks","b"
"stocks e inventarios","s"
"strategic","s"
"strategies","s"
"stress","b"
"sub","b"
"subastas","s"
"subgerencia","b"
"subgerente","b"
"subordinados","b"
"subsidiarias","s"
"subsidios","s"
"subvención","s"
"subvención económica","s"
"sucave","b"
"sucesión","b"
"sucursal","b"
"sucursales","b"
"sucursales y agencias","b"
"sudamérica","b"
"sueldo","b"
"sueldos","b"
"suficiencia","b"
"suficiente","b"
"sugerencias","b"
"sugerir","b"
"sugerir cambios","b"
"sugiriendo","b"
"sujeción","b"
"sujetas","b"
"sujeto","b"
"sujetos","b"
"suministrada","b"
"suministrar","b"
"suministrar información","s"
"suministro","b"
"suministros","b"
"sunat","s"
"superar","b"
"superintendencia","s"
"superintendencia de banca","s"
"superintendencia de mercado","s"
"superintendencia del mercado","s"
"superintendencia nacional","s"
"superior","b"
"superiores","b"
"supermercados","b"
"superv","b"
"supervisa","b"
"supervisadas","b"
"supervisados","b"
"supervisando","b"
"supervisando equipos","n"
"supervisando personal","n"
"supervisar","n"
"supervisar","n"
"supervisar al equipo","n"
"supervisar al personal","n"
"supervisará","b"
"supervision","b"
"supervisión","b"
"supervisión bancaria","s"
"supervisión de equipos","n"
"supervisión de proyectos","s"
"supervisión del control","s"
"supervisión del cumplimiento","n"
"supervisión del gerente","n"
"supervisión del plan","s"
"supervisión directa","n"
"supervisión y control","s"
"supervisión y evaluación","s"
"supervisión y fiscalización","s"
"supervisión y seguimiento","s"
"supervisiones","b"
"supervisor","b"
"supervisoras","b"
"supervisores","n"
"supply","s"
"supply chain","s"
"support","n"
"support to the","n"
"supremo","b"
"supuestos","b"
"sur","b"
"sura","s"
"surco","b"
"surgen","b"
"surjan","b"
"surtido","b"
"suscribir","b"
